Date,MktPrem_R,FX_R,OVX_C,OVX_PC,OVX_NC
2011/10/14,-0.950832946,-0.115435356,-2.41,0,-2.41
2011/10/17,1.395139934,-0.709922404,4.790001,4.790001,0
2011/10/18,-1.367451291,0.448952444,-2.34,0,-2.34
2011/10/19,-0.088169431,-0.456878,2.209999,2.209999,0
2011/10/20,-1.488167748,0.55875212,-0.489998,0,-0.489998
2011/10/21,0.135477927,0.165371258,-1.490001,0,-1.490001
2011/10/24,2.96928058,-0.429255407,-2.430001,0,-2.430001
2011/10/25,0.274577732,-0.116066987,2.670002,2.670002,0
2011/10/26,0.590155466,0.049800797,-0.68,0,-0.68
2011/10/27,0.384632315,-0.414800066,-3.77,0,-3.77
2011/10/28,0.66672058,-0.483172276,-2.239998,0,-2.239998
2011/10/31,-0.377920448,0.251130085,1.679996,1.679996,0
2011/11/1,0.447011319,0.634602538,3.370003,3.370003,0
2011/11/2,-0.314318824,-0.092930634,-1.07,0,-1.07
2011/11/3,-1.823203359,0.192678227,-1.710003,0,-1.710003
2011/11/4,1.91050916,-0.447612732,-1.399997,0,-1.399997
2011/11/7,0.237945302,0.383014155,0.849998,0.849998,0
2011/11/8,-0.279886296,-0.215660252,0.049999,0.049999,0
2011/11/9,-0.517455671,-0.059850374,5.620003,5.620003,0
2011/11/10,-3.353321071,0.608843198,-1.130001,0,-1.130001
2011/11/11,0.796695014,-0.198412698,-1.240002,0,-1.240002
2011/11/14,2.144223092,0.165672631,-0.189998,0,-0.189998
2011/11/15,-0.464851102,0.066159444,-3.360001,0,-3.360001
2011/11/16,-1.387411213,-0.099173554,0.240002,0.240002,0
2011/11/17,-0.001298652,-0.066181337,-0.350002,0,-0.350002
2011/11/18,-2.090155649,0.165562914,0,0,0
2011/11/21,-2.647508818,0.280991736,1.880001,1.880001,0
2011/11/22,-0.610233434,-0.082413054,-1.880001,0,-1.880001
2011/11/23,-2.77086799,0.2804355,2.25,2.25,0
2011/11/25,-0.327091681,0.148050666,23.930004,23.930004,0
2011/11/28,1.67889314,-0.197109067,-24.600003,0,-24.600003
2011/11/29,1.297490309,0.016458196,-1.819999,0,-1.819999
2011/11/30,-1.21472175,-0.197465855,-1.700001,0,-1.700001
2011/12/1,3.971678897,-0.699093157,-0.110001,0,-0.110001
2011/12/2,-0.534638654,0.122870521,-1.09,0,-1.09
2011/12/5,-0.601680998,-0.026533997,-0.459999,0,-0.459999
2011/12/6,-2.002811524,0.258775131,-1.11,0,-1.11
2011/12/7,1.097826167,-0.215089345,0.11,0.11,0
2011/12/8,-0.71740508,0.016580998,1.93,1.93,0
2011/12/9,-1.288122051,0.165782493,-1.400001,0,-1.400001
2011/12/12,0.8036309,-0.033101622,1.580002,1.580002,0
2011/12/13,-0.763754928,0.132450331,-1.060002,0,-1.060002
2011/12/14,0.375822024,0.291005291,4.430001,4.430001,0
2011/12/15,-2.287009122,0.105513057,1.220001,1.220001,0
2011/12/16,0.298137406,-0.016469038,-3.310001,0,-3.310001
2011/12/19,-2.241592091,0.141657058,-0.46,0,-0.46
2011/12/20,0.436870355,-0.207250477,-2.310001,0,-2.310001
2011/12/21,4.555309447,-0.181308719,-2.59,0,-2.59
2011/12/22,-0.006892444,-0.01651255,-0.559998,0,-0.559998
2011/12/23,2.067482281,0.033030553,-0.069999,0,-0.069999
2011/12/27,-0.366450153,0.132078587,1.209999,1.209999,0
2011/12/28,-0.405289488,0.164880462,1.779999,1.779999,0
2011/12/29,0.252184603,-0.362139918,-0.07,0,-0.07
2011/12/30,-0.043794512,0.066082934,0.080002,0.080002,0
2012/1/3,-0.269550808,0.016509823,1.329998,1.329998,0
2012/1/4,0.414406032,-0.016507098,-1.029999,0,-1.029999
2012/1/5,0.670978212,-0.115568763,-0.34,0,-0.34
2012/1/6,-0.150288784,-0.066115702,-1.580002,0,-1.580002
2012/1/9,-0.390901326,-0.248097916,-0.599999,0,-0.599999
2012/1/10,1.204959203,-0.414524954,-1.080001,0,-1.080001
2012/1/11,0.125033841,-0.183150183,0.080001,0.080001,0
2012/1/12,-0.027722044,-0.033361134,1.07,1.07,0
2012/1/13,-0.075199284,0.050058401,-0.970001,0,-0.970001
2012/1/17,0.54552961,0.066711141,-1.649998,0,-1.649998
2012/1/18,0.169570623,-0.133333333,-1.380001,0,-1.380001
2012/1/30,2.396533527,-0.517356475,-0.85,0,-0.85
2012/1/31,1.475552958,-0.587149807,0.570001,0.570001,0
2012/2/1,0.422459296,-0.219372258,-0.130001,0,-0.130001
2012/2/2,1.362692549,-0.18603078,-0.370001,0,-0.370001
2012/2/3,0.289393774,-0.135547272,-1.1,0,-1.1
2012/2/6,0.164190274,0.356294537,0.490002,0.490002,0
2012/2/7,0.248060143,-0.152155537,1.209999,1.209999,0
2012/2/8,2.102895252,-0.193024043,-0.09,0,-0.09
2012/2/9,0.514238811,-0.010178808,0.11,0.11,0
2012/2/10,-0.618323211,0.356294537,0.400002,0.400002,0
2012/2/13,0.638991153,-0.21978022,0.469997,0.469997,0
2012/2/14,-0.369316661,0.24398509,0.34,0.34,0
2012/2/15,1.531807505,-0.10817389,1.209999,1.209999,0
2012/2/16,-1.698110708,-0.027072758,-0.859996,0,-0.859996
2012/2/17,0.308348894,0.027080089,-0.940003,0,-0.940003
2012/2/21,0.338771263,0.118443316,1.630001,1.630001,0
2012/2/22,1.007164036,0.006760183,-1.010002,0,-1.010002
2012/2/23,-0.809622337,-0.040558353,-0.459999,0,-0.459999
2012/2/24,0.272645592,-0.101437025,0.59,0.59,0
2012/2/29,2.031567563,-0.514469453,-1.279999,0,-1.279999
2012/3/1,-0.043219025,-0.027217365,0.680001,0.680001,0
2012/3/2,0.311507048,0.176961035,-0.290001,0,-0.290001
2012/3/5,-1.715428001,0.180045521,0.43,0.43,0
2012/3/6,-0.839078321,0.254323499,1,1,0
2012/3/7,-0.444470707,-0.169118891,-1.41,0,-1.41
2012/3/8,1.02604522,-0.101643232,-0.810001,0,-0.810001
2012/3/9,0.388912248,-0.203493302,-0.699999,0,-0.699999
2012/3/12,-1.108512712,0.254885302,-1.42,0,-1.42
2012/3/13,1.306407197,0.033898305,-0.549999,0,-0.549999
2012/3/14,1.162248186,0.304981362,-0.140002,0,-0.140002
2012/3/15,-0.049907721,-0.287162162,0.130002,0.130002,0
2012/3/16,-0.826120775,-0.006776215,-0.760001,0,-0.760001
2012/3/19,-0.141915153,-0.010165012,-1.83,0,-1.83
2012/3/20,-0.890499693,0.16943409,1.020001,1.020001,0
2012/3/21,0.110790585,-0.067658999,-0.940001,0,-0.940001
2012/3/22,0.972125486,0.270819228,0.58,0.58,0
2012/3/23,0.201761463,-0.185685348,0.66,0.66,0
2012/3/26,-1.354499971,0,-0.280001,0,-0.280001
2012/3/27,0.771107877,0.016911889,-0.359998,0,-0.359998
2012/3/28,0.102217602,-0.027054447,0.5,0.5,0
2012/3/29,-2.06284059,0.027061768,0.91,0.91,0
2012/3/30,0.761436761,-0.169090294,0.059999,0.059999,0
2012/4/2,-0.888709647,-0.084688347,-0.540001,0,-0.540001
2012/4/3,-1.302904145,0,-0.509998,0,-0.509998
2012/4/5,-1.564526873,0.033904052,0.08,0.08,0
2012/4/9,-0.514833017,0.135570242,1.809999,1.809999,0
2012/4/10,0.518736771,-0.016923337,1.780001,1.780001,0
2012/4/11,0.204244354,-0.050778605,-0.93,0,-0.93
2012/4/12,0.076606386,-0.254022015,-1.280001,0,-1.280001
2012/4/13,1.630742081,0.23089983,0.200001,0.200001,0
2012/4/16,-0.755010734,-0.128735009,0.17,0.17,0
2012/4/17,-1.867820697,0.101763908,-1.040001,0,-1.040001
2012/4/18,0.247137237,0,-0.379999,0,-0.379999
2012/4/19,0.227568751,-0.033886818,-0.050002,0,-0.050002
2012/4/20,-1.520784882,-0.016949153,-1.209999,0,-1.209999
2012/4/23,-0.352182983,0,-0.19,0,-0.19
2012/4/24,0.23221842,-0.067808103,-0.799999,0,-0.799999
2012/4/25,0.852981634,0,-0.430001,0,-0.430001
2012/4/26,-0.558100179,-0.77014419,-1.059999,0,-1.059999
2012/4/27,-0.548138575,-0.140180525,-0.280001,0,-0.280001
2012/4/30,0.278667637,-0.178039511,0.81,0.81,0
2012/5/2,2.328978052,0.154347453,-0.119999,0,-0.119999
2012/5/3,-0.230103178,0.171232877,2.429998,2.429998,0
2012/5/4,0.535761544,-0.051282051,2.330002,2.330002,0
2012/5/7,-2.119836809,0.239439029,-0.720001,0,-0.720001
2012/5/8,0.096382241,0.119433544,-0.010001,0,-0.010001
2012/5/9,-0.932517016,0.068166326,0.210001,0.210001,0
2012/5/10,0.106144507,-0.068119891,-0.659999,0,-0.659999
2012/5/11,-1.109091811,0.153374233,0.18,0.18,0
2012/5/14,-0.331706182,0.653394589,2.169998,2.169998,0
2012/5/15,0.245367135,0.003381006,1.170002,1.170002,0
2012/5/16,-2.18274541,0.185949016,-0.650001,0,-0.650001
2012/5/17,1.68423968,-0.145108494,1.139999,1.139999,0
2012/5/18,-2.799254274,-0.128421764,0.560001,0.560001,0
2012/5/21,0.569025249,-0.260557661,-3.17,0,-3.17
2012/5/22,1.144418111,0.281594572,-0.26,0,-0.26
2012/5/23,-1.752515102,0.05751404,1.15,1.15,0
2012/5/24,-0.324678926,0.185967878,-0.779999,0,-0.779999
2012/5/25,-0.752383784,-0.016874789,0.07,0.07,0
2012/5/29,3.822545341,0.016877637,0.529998,0.529998,0
2012/5/30,-1.101111168,0.607492406,2.600001,2.600001,0
2012/5/31,0.541940735,0.204629319,1.470001,1.470001,0
2012/6/1,-2.68102265,0.331425128,6.84,6.84,0
2012/6/4,-2.980009292,0.2002002,-3.049999,0,-3.049999
2012/6/5,1.529698034,-0.283050283,-1.910004,0,-1.910004
2012/6/6,0.790943295,-0.434129237,-1.089996,0,-1.089996
2012/6/7,0.33768373,0.020124099,1.32,1.32,0
2012/6/8,-1.143842898,0.486234533,0.669998,0.669998,0
2012/6/11,1.717964636,-0.036708269,4.740001,4.740001,0
2012/6/12,-0.680894493,-0.046736772,-2.86,0,-2.86
2012/6/13,0.232175941,0.026719214,-0.380001,0,-0.380001
2012/6/14,-0.19836191,-0.030051087,-2.880001,0,-2.880001
2012/6/15,1.136340953,-0.160320641,0.09,0.09,0
2012/6/18,1.751481116,0.117088184,-1.239998,0,-1.239998
2012/6/19,-0.119642161,-0.240585425,-2.120003,0,-2.120003
2012/6/20,0.840879027,0.026796182,1.740002,1.740002,0
2012/6/21,-0.762472203,0.046880755,2.86,2.86,0
2012/6/22,-0.787793893,0.244335107,-2.439998,0,-2.439998
2012/6/25,-0.77556481,0.096828047,1.759998,1.759998,0
2012/6/26,-0.401721429,-0.033356683,-2.420002,0,-2.420002
2012/6/27,0.626808373,-0.246921819,-0.969997,0,-0.969997
2012/6/28,-0.191319723,0.143836762,1.130001,1.130001,0
2012/6/29,1.761953149,-0.480994054,0.419998,0.419998,0
2012/7/2,0.665096392,0.35241995,1.380001,1.380001,0
2012/7/3,0.991753024,-0.257533697,0,0,0
2012/7/5,-0.41705442,0.147542083,1.84,1.84,0
2012/7/6,-0.264556336,0.214290498,-0.710003,0,-0.710003
2012/7/9,-0.800440045,0.116939526,-0.229999,0,-0.229999
2012/7/10,-0.806491438,-0.096779576,0.400001,0.400001,0
2012/7/11,0.085784021,0.046766435,-1.709999,0,-1.709999
2012/7/12,-1.754188508,0.250417362,-1.510002,0,-1.510002
2012/7/13,-0.378420097,-0.299750208,-0.599998,0,-0.599998
2012/7/16,-0.204827196,0.116919993,0.149997,0.149997,0
2012/7/17,0.516750277,-0.06339673,1.350003,1.350003,0
2012/7/18,-1.098255812,0.046743014,-0.430001,0,-0.430001
2012/7/19,1.407321086,0.026697814,1.810002,1.810002,0
2012/7/20,0.220822032,-0.026690688,-1.41,0,-1.41
2012/7/23,-1.902008074,0.483897881,1.899998,1.899998,0
2012/7/24,-0.29444788,0.066423115,-0.96,0,-0.96
2012/7/25,-0.421394552,0.013275805,-1.409999,0,-1.409999
2012/7/26,-0.125380812,-0.063051702,-0.760003,0,-0.760003
2012/7/27,2.201899357,-0.272289557,-1.109996,0,-1.109996
2012/7/30,0.478104191,-0.056604402,0.099998,0.099998,0
2012/7/31,1.554438731,-0.206556503,1.439999,1.439999,0
2012/8/1,-0.039396005,0.133538092,-0.549999,0,-0.549999
2012/8/3,-0.698709821,-0.080016003,-0.75,0,-0.75
2012/8/6,0.948847868,-0.1001001,-1.16,0,-1.16
2012/8/7,0.120626682,-0.056780227,0.080002,0.080002,0
2012/8/8,0.328960265,0.140360258,-0.730002,0,-0.730002
2012/8/9,1.551391026,-0.093442349,-0.639999,0,-0.639999
2012/8/10,0.095155494,0.066806961,-0.190001,0,-0.190001
2012/8/13,-0.069416189,0.093467303,-1.139999,0,-1.139999
2012/8/14,0.572918012,-0.050025013,0.389999,0.389999,0
2012/8/15,-0.158547289,0.07340674,1.34,1.34,0
2012/8/16,0.296190243,0.006668445,0.55,0.55,0
2012/8/17,-0.302254016,0.020004001,-0.539999,0,-0.539999
2012/8/20,-0.486845993,-0.053333333,-0.690001,0,-0.690001
2012/8/21,1.003140514,-0.13006937,0.139999,0.139999,0
2012/8/22,-0.14094301,-0.016697278,0.430001,0.430001,0
2012/8/23,0.10992552,0.113560454,0.69,0.69,0
2012/8/24,-0.372943199,-0.066724495,0.249998,0.249998,0
2012/8/27,-0.129165257,0.033384523,1.41,1.41,0
2012/8/28,-1.427755274,-0.116806835,-0.359997,0,-0.359997
2012/8/29,0.392116615,0.03675365,-0.470001,0,-0.470001
2012/8/30,-0.27133087,0.016700067,-0.639999,0,-0.639999
2012/8/31,0.34290436,-0.193688429,-0.550001,0,-0.550001
2012/9/4,0.729333771,-0.170642754,2.210001,2.210001,0
2012/9/5,-1.130718456,0.060329803,0.029998,0.029998,0
2012/9/6,-0.557296022,-0.281369331,0.430001,0.430001,0
2012/9/7,1.335533719,-0.251931475,-1.3,0,-1.3
2012/9/10,0.774225362,-0.151540663,-0.060001,0,-0.060001
2012/9/11,0.027289657,-0.192242833,-0.329998,0,-0.329998
2012/9/12,1.135175967,-0.010137533,0.950001,0.950001,0
2012/9/13,0.105606292,-0.084488003,-0.370003,0,-0.370003
2012/9/14,2.096559773,-0.700152207,1.110001,1.110001,0
2012/9/17,0.307610505,-0.190748689,1.569999,1.569999,0
2012/9/18,-0.364936657,0.215002389,0.170002,0.170002,0
2012/9/19,0.611383318,-0.08854078,0.770001,0.770001,0
2012/9/20,-0.7032025,0.003408432,-3,0,-3
2012/9/21,0.345265271,-0.153374233,-0.370003,0,-0.370003
2012/9/24,0.172164744,0.279911248,1.020001,1.020001,0
2012/9/25,-0.444487051,-0.10552473,0.119998,0.119998,0
2012/9/26,-0.838569285,0.201049547,0.780003,0.780003,0
2012/9/27,0.1801553,-0.244856317,-2.080002,0,-2.080002
2012/9/28,0.403523097,-0.051136945,-0.599998,0,-0.599998
2012/10/1,-0.51580244,0.023876117,0.419998,0.419998,0
2012/10/2,0.555093124,-0.071611253,-0.34,0,-0.34
2012/10/3,-0.445656581,0.054600055,2.620003,2.620003,0
2012/10/4,-0.034280521,-0.102319236,-1.760003,0,-1.760003
2012/10/5,0.10365691,-0.146807784,-0.630001,0,-0.630001
2012/10/8,-0.976595355,0.07522139,1.290001,1.290001,0
2012/10/9,-0.318042439,0.105914107,0.450001,0.450001,0
2012/10/11,-1.852336584,-0.102389078,0.02,0.02,0
2012/10/12,-0.201480985,-0.153741032,-0.830001,0,-0.830001
2012/10/15,-0.24839047,-0.065012831,0.150001,0.150001,0
2012/10/16,0.698051355,-0.188317469,-0.299999,0,-0.299999
2012/10/17,-0.09312543,-0.01715207,-1.290001,0,-1.290001
2012/10/18,0.009001058,0.271049201,-1.42,0,-1.42
2012/10/19,-0.763367595,0.027373824,1.08,1.08,0
2012/10/22,-0.486637599,0.143673246,1.220001,1.220001,0
2012/10/23,-0.486810126,0.170794193,1.149998,1.149998,0
2012/10/24,-0.312498271,-0.115942029,-0.669998,0,-0.669998
2012/10/25,-0.726319865,-0.146802772,-1.340001,0,-1.340001
2012/10/26,-1.767374001,-0.027352298,-0.060001,0,-0.060001
2012/10/31,0.44394138,-0.102599179,-0.029999,0,-0.029999
2012/11/1,0.185203518,0.020540911,-0.889999,0,-0.889999
2012/11/2,0.424949538,-0.010268346,1.129997,1.129997,0
2012/11/5,-0.352713826,0.092424605,-0.32,0,-0.32
2012/11/6,0.709751791,0,-0.079998,0,-0.079998
2012/11/7,0.693358235,-0.359097127,1.96,1.96,0
2012/11/8,-0.615812648,-0.085807448,-0.470002,0,-0.470002
2012/11/9,0.694069089,-0.302301615,-1.969997,0,-1.969997
2012/11/12,-0.353647312,-0.093032872,-1.540001,0,-1.540001
2012/11/13,-1.816538864,-0.00344887,1.27,1.27,0
2012/11/14,0.327711577,0.013795958,0.23,0.23,0
2012/11/15,-0.226626275,0.203462308,-0.959999,0,-0.959999
2012/11/16,-0.197176738,0.371683243,0.559999,0.559999,0
2012/11/19,-0.018859151,0.034287674,-0.130001,0,-0.130001
2012/11/20,0.230272293,-0.171379606,-1.139999,0,-1.139999
2012/11/21,-0.806012306,-0.068669528,-0.34,0,-0.34
2012/11/23,3.346317973,0.103075073,0,0,0
2012/11/26,1.106074026,-0.205937875,-0.110001,0,-0.110001
2012/11/27,0.303706146,0.085984523,-0.729999,0,-0.729999
2012/11/28,0.059191935,0.120274914,0.040001,0.040001,0
2012/11/29,0.918466865,-0.240260855,-0.41,0,-0.41
2012/11/30,1.016646228,0,-0.66,0,-0.66
2012/12/3,0.255947776,0.089454671,0.769998,0.769998,0
2012/12/4,0.009607908,-0.037812382,0.450001,0.450001,0
2012/12/5,0.627940589,0.034387895,0.289999,0.289999,0
2012/12/6,-0.341642918,0.003437607,0.76,0.76,0
2012/12/7,0.244758903,-0.089374721,-0.239999,0,-0.239999
2012/12/10,-0.433150936,0.172028213,0.67,0.67,0
2012/12/11,0.05057582,-0.188906062,-0.379999,0,-0.379999
2012/12/12,1.000264844,-0.051617343,-0.810002,0,-0.810002
2012/12/13,0.865426188,0.172146669,0.5,0.5,0
2012/12/14,-0.756328317,-0.120295583,-0.309999,0,-0.309999
2012/12/17,-0.881139226,-0.079146593,-0.369999,0,-0.369999
2012/12/18,0.158747619,-0.048214347,-0.390002,0,-0.390002
2012/12/19,0.436748514,0.07580195,-0.92,0,-0.92
2012/12/20,-1.07272028,0.068858668,-0.029998,0,-0.029998
2012/12/21,-0.998937878,0,1.269998,1.269998,0
2012/12/24,0.202743956,-0.02408395,0,0,0
2012/12/26,1.304823596,-0.04473811,-0.149999,0,-0.149999
2012/12/27,0.181668624,-0.024100534,-0.65,0,-0.65
2012/12/28,0.663374497,0.006887527,0.799999,0.799999,0
2013/1/2,1.030821054,-0.137741047,-1.08,0,-1.08
2013/1/3,0.736118281,-0.068965517,-0.969999,0,-0.969999
2013/1/4,-0.398253625,0.127674258,-0.799999,0,-0.799999
2013/1/7,-0.656671789,-0.02412379,-0.99,0,-0.99
2013/1/8,-0.435680582,0.172354361,-0.740002,0,-0.740002
2013/1/9,0.215294837,-0.216792842,0.300001,0.300001,0
2013/1/10,0.938702568,-0.220712487,-0.01,0,-0.01
2013/1/11,0.091527797,0.048387654,-0.02,0,-0.02
2013/1/14,0.057037404,-0.12091063,1.149999,1.149999,0
2013/1/15,-0.758048366,0.134892086,-0.019998,0,-0.019998
2013/1/16,-0.836392233,0.103623364,-1.310002,0,-1.310002
2013/1/17,-1.092704205,-0.075911804,-0.399999,0,-0.399999
2013/1/18,1.521428991,0.034531579,-2.01,0,-2.01
2013/1/22,0.33460706,0.07594325,-0.31,0,-0.31
2013/1/23,-0.196883381,0.024145424,1.08,1.08,0
2013/1/24,-0.626859197,0.393130561,-0.27,0,-0.27
2013/1/25,-0.308774174,0.683566914,0.04,0.04,0
2013/1/28,0.543950199,0.607280543,0.46,0.46,0
2013/1/29,1.127323772,-0.200074604,-0.010001,0,-0.010001
2013/1/30,0.392363744,0.339789331,-0.09,0,-0.09
2013/1/31,0.212857587,0.050795801,-0.339998,0,-0.339998
2013/2/1,0.071124015,0.253850059,-0.140001,0,-0.140001
2013/2/4,0.850468098,-0.084402431,1.559999,1.559999,0
2013/2/5,-0.461919171,-0.270315932,-0.9,0,-0.9
2013/2/6,0.245113435,0.301541589,0.33,0.33,0
2013/2/19,0.681126009,-0.361437644,-0.949998,0,-0.949998
2013/2/20,0.852172621,0.3152863,2.529998,2.529998,0
2013/2/21,-0.897027827,0.381885772,2.16,2.16,0
2013/2/22,-0.127167422,-0.276066391,-2.549999,0,-2.549999
2013/2/25,-0.005338218,0.148543263,1.639999,1.639999,0
2013/2/26,-0.845024653,0.016854879,-0.319999,0,-0.319999
2013/2/27,0.211948351,-0.050556117,-1.57,0,-1.57
2013/3/1,0.839098832,0,-0.65,0,-0.65
2013/3/4,-1.226282201,0.111279717,0.600001,0.600001,0
2013/3/5,0.82615129,-0.043788736,-1.870001,0,-1.870001
2013/3/6,0.216956636,-0.064026959,0.11,0.11,0
2013/3/7,0.123627107,-0.111275964,-1.229999,0,-1.229999
2013/3/8,0.68138106,0.205921075,-0.490002,0,-0.490002
2013/3/11,0.288992989,0.05726991,-1.379999,0,-1.379999
2013/3/12,-0.552834267,-0.18517895,-0.65,0,-0.65
2013/3/13,0.004799434,0.192268772,0.32,0.32,0
2013/3/14,-0.552307348,0.111099889,-0.729999,0,-0.729999
2013/3/15,-0.310319128,-0.067258542,0.399999,0.399999,0
2013/3/18,-1.470211634,0.161529143,0.690001,0.690001,0
2013/3/19,0.342135166,0.026878108,1.689998,1.689998,0
2013/3/20,-0.521078262,-0.030229746,-1.559999,0,-1.559999
2013/3/21,0.171922971,0.144474683,0.16,0.16,0
2013/3/22,-0.205074156,0.197946722,-0.629999,0,-0.629999
2013/3/25,0.763158514,-0.006696802,-0.030001,0,-0.030001
2013/3/26,-0.00209702,-0.090412886,-1.270001,0,-1.270001
2013/3/27,0.475451705,0.120659606,0.140002,0.140002,0
2013/3/28,-0.350178692,-0.003347616,0.24,0.24,0
2013/4/1,0.406187588,-0.033477286,1.01,1.01,0
2013/4/2,0.171319678,0.063628144,0.129999,0.129999,0
2013/4/3,0.363455415,-0.030120482,2.41,2.41,0
2013/4/8,-2.391706763,0.662850256,-0.73,0,-0.73
2013/4/9,-0.317792032,-0.266054741,-0.370001,0,-0.370001
2013/4/10,0.308837067,-0.043349228,-0.09,0,-0.09
2013/4/11,1.351605796,-0.136776088,0.650002,0.650002,0
2013/4/12,-0.467621858,0.010021714,1.389999,1.389999,0
2013/4/15,-0.747805976,-0.033402365,7.25,7.25,0
2013/4/16,0.478350401,-0.314087142,-2.52,0,-2.52
2013/4/17,0.097890161,0.097204532,3.819999,3.819999,0
2013/4/18,-0.231756361,0.066972508,-2.609998,0,-2.609998
2013/4/19,1.78490677,-0.337984807,-0.960001,0,-0.960001
2013/4/22,0.494120987,0.11752065,-2.5,0,-2.5
2013/4/23,-0.351324187,-0.030184123,-0.64,0,-0.64
2013/4/24,1.014132644,-0.117418143,-1.17,0,-1.17
2013/4/25,-0.029284685,-0.426560978,-0.58,0,-0.58
2013/4/26,-0.000999788,-0.303582271,-0.17,0,-0.17
2013/4/29,0.090912375,-0.304506699,0.930001,0.930001,0
2013/4/30,0.791296249,0.078056065,1.129999,1.129999,0
2013/5/2,0.425944663,0.240767744,-0.08,0,-0.08
2013/5/3,0.075597687,-0.118403248,-0.48,0,-0.48
2013/5/6,0.413514116,0.16934801,1.15,1.15,0
2013/5/7,-0.078023555,-0.202874049,-0.780001,0,-0.780001
2013/5/8,1.269691079,-0.63018804,-1.74,0,-1.74
2013/5/9,0.222703828,0.525077568,0.600001,0.600001,0
2013/5/10,-0.072690457,0.905606621,-0.41,0,-0.41
2013/5/13,-0.390596277,0.386554622,0.83,0.83,0
2013/5/14,0.037562377,0.08705843,0.460001,0.460001,0
2013/5/15,0.804139865,0.204074805,0.359999,0.359999,0
2013/5/16,0.854078705,0.07678953,-0.090001,0,-0.090001
2013/5/17,-0.265478375,0.080066722,-1.569999,0,-1.569999
2013/5/20,0.100807514,-0.366678889,0.620001,0.620001,0
2013/5/21,0.066584446,-0.163939911,-0.33,0,-0.33
2013/5/22,0.183300073,0.331769437,1.34,1.34,0
2013/5/23,-1.922231292,-0.100203748,-1.150002,0,-1.150002
2013/5/24,-0.345605168,0.020060851,-0.729999,0,-0.729999
2013/5/28,0.643769275,0.340966071,0.380001,0.380001,0
2013/5/29,0.900588175,-0.146583603,1.09,1.09,0
2013/5/30,-1.140003047,-0.030027024,0.169998,0.169998,0
2013/5/31,0.134328708,-0.063409425,0.200001,0.200001,0
2013/6/3,-0.656728962,-0.096844214,0.380001,0.380001,0
2013/6/4,-0.124732123,-0.020056157,-0.150002,0,-0.150002
2013/6/5,-0.118879019,-0.277499164,-0.149999,0,-0.149999
2013/6/6,-1.053564079,-0.435846716,-0.600001,0,-0.600001
2013/6/7,-0.016855231,0.178469206,-1.479999,0,-1.479999
2013/6/10,0.8019618,0.655462185,-0.67,0,-0.67
2013/6/11,-0.549434918,-0.340624478,0.069999,0.069999,0
2013/6/13,-2.032054606,0.006701739,-0.34,0,-0.34
2013/6/14,-0.180402916,0.016753225,-0.25,0,-0.25
2013/6/17,0.689410903,0.140703518,-0.179998,0,-0.179998
2013/6/18,0.221451996,-0.053526027,-0.400002,0,-0.400002
2013/6/19,-0.050675245,-0.043513188,-0.659999,0,-0.659999
2013/6/20,-1.360235724,1.07490875,5.92,5.92,0
2013/6/21,-1.342459442,-0.278293135,-2.22,0,-2.22
2013/6/24,-0.458461969,0.249169435,0.64,0.64,0
2013/6/25,-1.227675118,-0.46064623,-0.690001,0,-0.690001
2013/6/26,1.580755058,0.329604475,-0.809999,0,-0.809999
2013/6/27,1.267425968,-0.361705658,0.35,0.35,0
2013/6/28,2.256179532,-0.229800839,-0.799999,0,-0.799999
2013/7/1,-0.330771742,0.030043062,-0.190001,0,-0.190001
2013/7/2,-0.256318725,0.330374424,0.449999,0.449999,0
2013/7/3,-1.308652928,-0.023282887,3.070002,3.070002,0
2013/7/5,1.136656817,0.30274802,1.039999,1.039999,0
2013/7/8,-1.449384275,-0.215595874,-1.369999,0,-1.369999
2013/7/9,1.069797983,-0.013296104,-0.150002,0,-0.150002
2013/7/10,0.502221,-0.442154255,1,1,0
2013/7/11,2.089230376,-0.424082546,-1.639999,0,-1.639999
2013/7/12,0.49492623,0.268276325,-0.07,0,-0.07
2013/7/15,0.410088049,-0.217391304,-0.790001,0,-0.790001
2013/7/16,0.060051064,-0.197754315,0.780001,0.780001,0
2013/7/17,-0.019735031,0.033584095,-1.200001,0,-1.200001
2013/7/18,-0.781439189,0.634526288,-0.25,0,-0.25
2013/7/19,-1.626861896,-0.186822352,1.030001,1.030001,0
2013/7/22,0.532790828,-0.113640162,0.15,0.15,0
2013/7/23,1.34155667,0.066923206,-0.600001,0,-0.600001
2013/7/24,-0.230338904,0.043470991,0.140001,0.140001,0
2013/7/25,-0.403644332,0.090246674,-0.399999,0,-0.399999
2013/7/26,-0.179472727,-0.133578227,-0.390001,0,-0.390001
2013/7/29,-0.802132296,0.066878448,-0.189999,0,-0.189999
2013/7/30,0.971886644,0.116959064,0.689999,0.689999,0
2013/7/31,-0.687178946,0.11682243,-0.529999,0,-0.529999
2013/8/1,-0.643749329,0.156692782,-0.67,0,-0.67
2013/8/2,0.535828101,-0.139804274,-0.020001,0,-0.020001
2013/8/5,0.472417176,-0.176666667,0.610001,0.610001,0
2013/8/6,-1.231320425,0.060106188,-0.230002,0,-0.230002
2013/8/7,-1.469169342,-0.033372268,-0.08,0,-0.08
2013/8/8,-0.178007885,-0.233683859,-0.309999,0,-0.309999
2013/8/9,-0.657699213,0.11711561,0.389999,0.389999,0
